 .eslintrc.js                                                                                                                |    89 +++++++++++++++++++++++++++++++++--------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_imagemap.js                                                                |    93 +++++++++++++++++++++++++++++++++++++-------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_list.js                                                                    |    59 ++++++++++++++++++++++++-------------------
 accessible/tests/browser/e10s/browser_treeupdate_list_editabledoc.js                                                        |    18 +++++++------
 accessible/tests/browser/e10s/browser_treeupdate_listener.js                                                                |    25 +++++++++++++------
 accessible/tests/browser/e10s/browser_treeupdate_optgroup.js                                                                |    57 ++++++++++++++++++++++++------------------
 accessible/tests/browser/e10s/browser_treeupdate_removal.js                                                                 |    53 ++++++++++++++++++++++++++-------------
 accessible/tests/browser/e10s/browser_treeupdate_table.js                                                                   |    63 ++++++++++++++++++++++------------------------
 accessible/tests/browser/e10s/browser_treeupdate_textleaf.js                                                                |    19 ++++++++------
 accessible/tests/browser/e10s/browser_treeupdate_visibility.js                                                              |   408 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_whitespace.js                                                              |    37 +++++++++++++--------------
 accessible/tests/browser/e10s/head.js                                                                                       |     3 ++-
 accessible/tests/browser/events.js                                                                                          |    45 ++++++++++++++++++++-------------
 accessible/tests/browser/events/browser_test_docload.js                                                                     |    29 ++++++++++++---------
 accessible/tests/browser/events/browser_test_focus_browserui.js                                                             |    12 ++++++---
 accessible/tests/browser/events/browser_test_focus_dialog.js                                                                |    19 +++++++++-----
 accessible/tests/browser/events/browser_test_focus_urlbar.js                                                                |    55 ++++++++++++++++++++++++----------------
 accessible/tests/browser/events/browser_test_scrolling.js                                                                   |    58 +++++++++++++++++++++++++++++-------------
 accessible/tests/browser/events/browser_test_textcaret.js                                                                   |    29 ++++++++++-----------
 accessible/tests/browser/events/head.js                                                                                     |     3 ++-
 accessible/tests/browser/general/browser_test_doc_creation.js                                                               |    12 +++++----
 accessible/tests/browser/general/browser_test_urlbar.js                                                                     |    14 ++++++++---
 accessible/tests/browser/general/head.js                                                                                    |    13 +++++++---
 accessible/tests/browser/head.js                                                                                            |    45 +++++++++++++++++++--------------
 accessible/tests/browser/scroll/browser_test_zoom_text.js                                                                   |    29 +++++++++++++++------
 accessible/tests/browser/scroll/head.js                                                                                     |     3 ++-
 accessible/tests/browser/shared-head.js                                                                                     |    85 ++++++++++++++++++++++++++++++++++++++------------------------
 accessible/tests/browser/states/browser_test_link.js                                                                        |    21 +++++++++++-----
 accessible/tests/browser/states/browser_test_visibility.js                                                                  |    12 ++++++---
 accessible/tests/browser/states/head.js                                                                                     |     3 ++-
 accessible/tests/browser/tree/browser_aria_owns.js                                                                          |    90 ++++++++++++++++++++++++++++++++++++++++-------------------------
 accessible/tests/browser/tree/head.js                                                                                       |    10 +++++---
 accessible/tests/crashtests/.eslintrc.js                                                                                    |     4 +--
 accessible/tests/mochitest/.eslintrc.js                                                                                     |     8 +++---
 accessible/tests/mochitest/actions.js                                                                                       |    69 +++++++++++++++++++++++++++++++-------------------
 accessible/tests/mochitest/attributes.js                                                                                    |   244 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------
 accessible/tests/mochitest/autocomplete.js                                                                                  |    50 ++++++++++++++++++++-----------------
 accessible/tests/mochitest/browser.js                                                                                       |    37 +++++++++++++--------------
 accessible/tests/mochitest/common.js                                                                                        |   503 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/editabletext/editabletext.js                                                                     |   208 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 accessible/tests/mochitest/events.js                                                                                        |  1087 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/grid.js                                                                                          |    18 +++++--------
 accessible/tests/mochitest/hyperlink/hyperlink.js                                                                           |    17 +++++++------
 accessible/tests/mochitest/jsat/jsatcommon.js                                                                               |   119 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------
 accessible/tests/mochitest/jsat/output.js                                                                                   |    78 +++++++++++++++++++++++++++++++++++++++++----------------
 accessible/tests/mochitest/layout.js                                                                                        |   233 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 accessible/tests/mochitest/name.js                                                                                          |    13 +++++-----
 accessible/tests/mochitest/name/markup.js                                                                                   |   190 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------
 accessible/tests/mochitest/pivot.js                                                                                         |   357 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------
 accessible/tests/mochitest/relations.js                                                                                     |    46 +++++++++++++++++++++-------------
 accessible/tests/mochitest/role.js                                                                                          |     6 ++---
 accessible/tests/mochitest/selectable.js                                                                                    |    80 +++++++++++++++++++++++++++++++++++++++++++---------------
 accessible/tests/mochitest/states.js                                                                                        |   199 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 accessible/tests/mochitest/table.js                                                                                         |   612 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/text.js                                                                                          |   525 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/treeview.js                                                                                      |    74 ++++++++++++++++++++++++++++--------------------------
 accessible/tests/mochitest/value.js                                                                                         |    41 +++++++++++++++++++++---------
 browser/.eslintrc.js                                                                                                        |     6 ++---
 browser/actors/AboutReaderChild.jsm                                                                                         |    69 ++++++++++++++++++++++++++++++++++++--------------
 browser/actors/BlockedSiteChild.jsm                                                                                         |   135 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------
 browser/actors/BrowserTabChild.jsm                                                                                          |    74 +++++++++++++++++++++++++++++-------------------------
 browser/actors/ClickHandlerChild.jsm                                                                                        |   128 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------
 browser/actors/ContentSearchChild.jsm                                                                                       |    22 ++++++++++------
 browser/actors/ContextMenuChild.jsm                                                                                         |   443 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------
 browser/actors/DOMFullscreenChild.jsm                                                                                       |    16 ++++++++----
 browser/actors/FormValidationChild.jsm                                                                                      |    37 ++++++++++++++++++---------
 browser/actors/LightWeightThemeInstallChild.jsm                                                                             |    11 +++++---
 browser/actors/LightweightThemeChild.jsm                                                                                    |    22 ++++++++++------
 browser/actors/LinkHandlerChild.jsm                                                                                         |    41 +++++++++++++++++++-----------
 browser/actors/NetErrorChild.jsm                                                                                            |   620 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/actors/OfflineAppsChild.jsm                                                                                         |    54 +++++++++++++++++++++++----------------
 browser/actors/PageInfoChild.jsm                                                                                            |   164 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 browser/actors/PageStyleChild.jsm                                                                                           |    35 +++++++++++++++++---------
 browser/actors/PluginChild.jsm                                                                                              |   591 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------------------------------------------------
 browser/actors/RFPHelperChild.jsm                                                                                           |    16 +++++++++---
 browser/actors/SearchTelemetryChild.jsm                                                                                     |    10 +++++---
 browser/actors/URIFixupChild.jsm                                                                                            |    13 +++++-----
 browser/actors/WebRTCChild.jsm                                                                                              |   197 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 browser/base/content/aboutDialog-appUpdater.js                                                                              |   279 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------
 browser/base/content/aboutDialog.js                                                                                         |    20 +++++++++------
 browser/base/content/aboutNetError.js                                                                                       |   219 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------
 browser/base/content/aboutRestartRequired.js                                                                                |     7 +++---
 browser/base/content/aboutTabCrashed.js                                                                                     |    30 +++++++++-------------
 browser/base/content/blockedSite.js                                                                                         |    33 ++++++++++++------------
 browser/base/content/browser-addons.js                                                                                      |   911 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-allTabsMenu.js                                                                                 |    88 ++++++++++++++++++++++++++++++++++++++++++----------------------
 browser/base/content/browser-captivePortal.js                                                                               |    57 +++++++++++++++++++++++++++++-------------
 browser/base/content/browser-compacttheme.js                                                                                |    16 +++++++-----
 browser/base/content/browser-contentblocking.js                                                                             |   734 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-ctrlTab.js                                                                                     |   245 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------
 browser/base/content/browser-customization.js                                                                               |    17 +++++++------
 browser/base/content/browser-data-submission-info-bar.js                                                                    |    38 +++++++++++++++++++---------
 browser/base/content/browser-development-helpers.js                                                                         |     9 ++++---
 browser/base/content/browser-fullScreenAndPointerLock.js                                                                    |   191 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------
 browser/base/content/browser-fullZoom.js                                                                                    |   175 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------
 browser/base/content/browser-gestureSupport.js                                                                              |   228 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------
 browser/base/content/browser-media.js                                                                                       |   222 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------
 browser/base/content/browser-pageActions.js                                                                                 |   340 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------
 browser/base/content/browser-places.js                                                                                      |   754 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-plugins.js                                                                                     |   291 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------
 browser/base/content/browser-safebrowsing.js                                                                                |    19 ++++++++------
 browser/base/content/browser-sidebar.js                                                                                     |   189 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------
 browser/base/content/browser-siteIdentity.js                                                                                |   552 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-sync.js                                                                                        |   472 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------
 browser/base/content/browser-tabsintitlebar.js                                                                              |   224 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------
 browser/base/content/browser-thumbnails.js                                                                                  |    54 ++++++++++++++++++++++++---------------
 browser/base/content/browser-toolbarKeyNav.js                                                                               |    54 ++++++++++++++++++++++++---------------
 browser/base/content/browser.js                                                                                             |  4156 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/content-refreshblocker.js                                                                              |    29 +++++++++++++--------
 browser/base/content/content.js                                                                                             |    20 +++++++++++----
 browser/base/content/contentSearchUI.js                                                                                     |  1826 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/contentTheme.js                                                                                        |   279 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------
 browser/base/content/newInstall.js                                                                                          |     5 +++-
 browser/base/content/newInstallPage.js                                                                                      |    22 +++++++++-------
 browser/base/content/nonbrowser-mac.js                                                                                      |    75 ++++++++++++++++++++++++++++++++++++-------------------
 browser/base/content/nsContextMenu.js                                                                                       |  1309 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/pageinfo/pageInfo.js                                                                                   |   710 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/pageinfo/permissions.js                                                                                |    38 +++++++++++++++++++---------
 browser/base/content/pageinfo/security.js                                                                                   |   193 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------
 browser/base/content/safeMode.js                                                                                            |    22 ++++++++++------
 browser/base/content/sanitizeDialog.js                                                                                      |    45 ++++++++++++++++++++-------------
 browser/base/content/tab-content.js                                                                                         |    81 ++++++++++++++++++++++++++++++++++++++++++++++-------------
