 .eslintrc.js                                                                                                                |    89 +++++++++++++++++++++++++++++++++--------------------------------
 accessible/tests/browser/browser_shutdown_pref.js                                                                           |    53 +++++++++++++++++++++++----------------
 accessible/tests/browser/browser_shutdown_proxy_acc_reference.js                                                            |    82 +++++++++++++++++++++++++++++++++---------------------------
 accessible/tests/browser/browser_shutdown_proxy_doc_acc_reference.js                                                        |    82 +++++++++++++++++++++++++++++++++---------------------------
 accessible/tests/browser/browser_shutdown_remote_no_reference.js                                                            |   148 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------
 accessible/tests/browser/browser_shutdown_remote_only.js                                                                    |    49 +++++++++++++++++++++---------------
 accessible/tests/browser/browser_shutdown_remote_own_reference.js                                                           |   225 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------
 accessible/tests/browser/browser_shutdown_scope_lifecycle.js                                                                |     9 ++++---
 accessible/tests/browser/browser_shutdown_start_restart.js                                                                  |    28 +++++++++++----------
 accessible/tests/browser/e10s/browser_caching_attributes.js                                                                 |   143 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------
 accessible/tests/browser/e10s/browser_caching_description.js                                                                |   286 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------
 accessible/tests/browser/e10s/browser_caching_name.js                                                                       |   376 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------
 accessible/tests/browser/e10s/browser_caching_relations.js                                                                  |    68 +++++++++++++++++++++++++++++---------------------
 accessible/tests/browser/e10s/browser_caching_states.js                                                                     |   168 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------
 accessible/tests/browser/e10s/browser_caching_value.js                                                                      |   212 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------
 accessible/tests/browser/e10s/browser_events_announcement.js                                                                |    37 ++++++++++++++-------------
 accessible/tests/browser/e10s/browser_events_caretmove.js                                                                   |    13 +++++-----
 accessible/tests/browser/e10s/browser_events_hide.js                                                                        |    30 ++++++++++++++--------
 accessible/tests/browser/e10s/browser_events_show.js                                                                        |    18 ++++++++------
 accessible/tests/browser/e10s/browser_events_statechange.js                                                                 |    71 +++++++++++++++++++++++++++++-----------------------
 accessible/tests/browser/e10s/browser_events_textchange.js                                                                  |   102 +++++++++++++++++++++++++++++++++++++++++++++++++-------------------------
 accessible/tests/browser/e10s/browser_events_vcchange.js                                                                    |    58 +++++++++++++++++++++++-------------------
 accessible/tests/browser/e10s/browser_treeupdate_ariadialog.js                                                              |    17 +++++++------
 accessible/tests/browser/e10s/browser_treeupdate_ariaowns.js                                                                |   184 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_canvas.js                                                                  |    27 +++++++++++---------
 accessible/tests/browser/e10s/browser_treeupdate_cssoverflow.js                                                             |   120 ++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_doc.js                                                                     |   523 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_gencontent.js                                                              |    72 ++++++++++++++++++++++++++++++++---------------------
 accessible/tests/browser/e10s/browser_treeupdate_hidden.js                                                                  |    24 ++++++++++--------
 accessible/tests/browser/e10s/browser_treeupdate_imagemap.js                                                                |   141 ++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_list.js                                                                    |    67 ++++++++++++++++++++++++++++---------------------
 accessible/tests/browser/e10s/browser_treeupdate_list_editabledoc.js                                                        |    34 +++++++++++++------------
 accessible/tests/browser/e10s/browser_treeupdate_listener.js                                                                |    33 +++++++++++++++---------
 accessible/tests/browser/e10s/browser_treeupdate_optgroup.js                                                                |    85 ++++++++++++++++++++++++++++++++++----------------------------
 accessible/tests/browser/e10s/browser_treeupdate_removal.js                                                                 |    59 ++++++++++++++++++++++++++++---------------
 accessible/tests/browser/e10s/browser_treeupdate_table.js                                                                   |    67 ++++++++++++++++++++++++-------------------------
 accessible/tests/browser/e10s/browser_treeupdate_textleaf.js                                                                |    25 +++++++++++--------
 accessible/tests/browser/e10s/browser_treeupdate_visibility.js                                                              |   434 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------
 accessible/tests/browser/e10s/browser_treeupdate_whitespace.js                                                              |    47 ++++++++++++++++------------------
 accessible/tests/browser/e10s/head.js                                                                                       |     9 ++++---
 accessible/tests/browser/events.js                                                                                          |    63 ++++++++++++++++++++++++++--------------------
 accessible/tests/browser/events/browser_test_docload.js                                                                     |    43 ++++++++++++++++++--------------
 accessible/tests/browser/events/browser_test_focus_browserui.js                                                             |    28 ++++++++++++---------
 accessible/tests/browser/events/browser_test_focus_dialog.js                                                                |    39 +++++++++++++++++------------
 accessible/tests/browser/events/browser_test_focus_urlbar.js                                                                |   127 ++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 accessible/tests/browser/events/browser_test_scrolling.js                                                                   |    64 ++++++++++++++++++++++++++++++++---------------
 accessible/tests/browser/events/browser_test_textcaret.js                                                                   |    41 +++++++++++++++---------------
 accessible/tests/browser/events/head.js                                                                                     |     9 ++++---
 accessible/tests/browser/general/browser_test_doc_creation.js                                                               |    16 ++++++------
 accessible/tests/browser/general/browser_test_urlbar.js                                                                     |    32 +++++++++++++++---------
 accessible/tests/browser/general/head.js                                                                                    |    35 +++++++++++++++-----------
 accessible/tests/browser/head.js                                                                                            |    67 +++++++++++++++++++++++++++----------------------
 accessible/tests/browser/scroll/browser_test_zoom_text.js                                                                   |    35 ++++++++++++++++++--------
 accessible/tests/browser/scroll/head.js                                                                                     |     9 ++++---
 accessible/tests/browser/shared-head.js                                                                                     |   109 ++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 accessible/tests/browser/states/browser_test_link.js                                                                        |    29 +++++++++++++--------
 accessible/tests/browser/states/browser_test_visibility.js                                                                  |    26 +++++++++++--------
 accessible/tests/browser/states/head.js                                                                                     |     9 ++++---
 accessible/tests/browser/tree/browser_aria_owns.js                                                                          |   196 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------
 accessible/tests/browser/tree/head.js                                                                                       |    16 +++++++-----
 accessible/tests/crashtests/.eslintrc.js                                                                                    |     6 ++---
 accessible/tests/mochitest/.eslintrc.js                                                                                     |    12 ++++-----
 accessible/tests/mochitest/actions.js                                                                                       |   113 +++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------
 accessible/tests/mochitest/attributes.js                                                                                    |   306 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------
 accessible/tests/mochitest/autocomplete.js                                                                                  |    64 +++++++++++++++++++++++++----------------------
 accessible/tests/mochitest/browser.js                                                                                       |    47 +++++++++++++++++-----------------
 accessible/tests/mochitest/common.js                                                                                        |   589 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/editabletext/editabletext.js                                                                     |   222 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 accessible/tests/mochitest/events.js                                                                                        |  1309 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/grid.js                                                                                          |    42 ++++++++++++++-----------------
 accessible/tests/mochitest/hyperlink/hyperlink.js                                                                           |    19 +++++++-------
 accessible/tests/mochitest/jsat/jsatcommon.js                                                                               |   213 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------
 accessible/tests/mochitest/jsat/output.js                                                                                   |    80 ++++++++++++++++++++++++++++++++++++++++++----------------
 accessible/tests/mochitest/layout.js                                                                                        |   251 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------
 accessible/tests/mochitest/name.js                                                                                          |    17 +++++++------
 accessible/tests/mochitest/name/markup.js                                                                                   |   256 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------
 accessible/tests/mochitest/pivot.js                                                                                         |   409 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/relations.js                                                                                     |    60 +++++++++++++++++++++++++-------------------
 accessible/tests/mochitest/role.js                                                                                          |    10 +++-----
 accessible/tests/mochitest/selectable.js                                                                                    |    82 ++++++++++++++++++++++++++++++++++++++++++++----------------
 accessible/tests/mochitest/states.js                                                                                        |   207 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------
 accessible/tests/mochitest/table.js                                                                                         |   638 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/text.js                                                                                          |   555 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------
 accessible/tests/mochitest/treeview.js                                                                                      |    90 ++++++++++++++++++++++++++++++++++--------------------------------
 accessible/tests/mochitest/value.js                                                                                         |    43 ++++++++++++++++++++++----------
 browser/.eslintrc.js                                                                                                        |    18 +++++++-------
 browser/actors/AboutReaderChild.jsm                                                                                         |    95 +++++++++++++++++++++++++++++++++++++++++++++------------------------
 browser/actors/BlockedSiteChild.jsm                                                                                         |   177 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------
 browser/actors/BrowserTabChild.jsm                                                                                          |   100 +++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/actors/ClickHandlerChild.jsm                                                                                        |   140 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------
 browser/actors/ContentSearchChild.jsm                                                                                       |    30 +++++++++++++---------
 browser/actors/ContextMenuChild.jsm                                                                                         |   597 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/actors/DOMFullscreenChild.jsm                                                                                       |    54 ++++++++++++++++++++++------------------
 browser/actors/FormValidationChild.jsm                                                                                      |    71 +++++++++++++++++++++++++++++++---------------------
 browser/actors/LightWeightThemeInstallChild.jsm                                                                             |    35 ++++++++++++++------------
 browser/actors/LightweightThemeChild.jsm                                                                                    |    34 ++++++++++++++-----------
 browser/actors/LinkHandlerChild.jsm                                                                                         |    73 +++++++++++++++++++++++++++++++----------------------
 browser/actors/NetErrorChild.jsm                                                                                            |   910 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/actors/OfflineAppsChild.jsm                                                                                         |    74 ++++++++++++++++++++++++++++++------------------------
 browser/actors/PageInfoChild.jsm                                                                                            |   208 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------
 browser/actors/PageStyleChild.jsm                                                                                           |    47 ++++++++++++++++++++--------------
 browser/actors/PluginChild.jsm                                                                                              |   797 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/actors/RFPHelperChild.jsm                                                                                           |    22 ++++++++++------
 browser/actors/SearchTelemetryChild.jsm                                                                                     |    32 +++++++++++++-----------
 browser/actors/URIFixupChild.jsm                                                                                            |    19 +++++++-------
 browser/actors/WebRTCChild.jsm                                                                                              |   317 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------
 browser/base/content/aboutDialog-appUpdater.js                                                                              |   335 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------
 browser/base/content/aboutDialog.js                                                                                         |    66 ++++++++++++++++++++++++++----------------------
 browser/base/content/aboutNetError.js                                                                                       |   349 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------
 browser/base/content/aboutRestartRequired.js                                                                                |    15 +++++------
 browser/base/content/aboutRobots.js                                                                                         |     6 ++---
 browser/base/content/aboutTabCrashed.js                                                                                     |   128 +++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------
 browser/base/content/blockedSite.js                                                                                         |    93 ++++++++++++++++++++++++++++++++++----------------------------------
 browser/base/content/browser-addons.js                                                                                      |  1037 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-allTabsMenu.js                                                                                 |   122 +++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/base/content/browser-captivePortal.js                                                                               |   131 +++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 browser/base/content/browser-compacttheme.js                                                                                |    26 +++++++++++--------
 browser/base/content/browser-contentblocking.js                                                                             |  1018 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-ctrlTab.js                                                                                     |   377 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-customization.js                                                                               |    93 +++++++++++++++++++++++++++++++++++---------------------------------
 browser/base/content/browser-data-submission-info-bar.js                                                                    |    72 ++++++++++++++++++++++++++++++++---------------------
 browser/base/content/browser-development-helpers.js                                                                         |    55 +++++++++++++++++++++-------------------
 browser/base/content/browser-fullScreenAndPointerLock.js                                                                    |   409 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-fullZoom.js                                                                                    |   225 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------
 browser/base/content/browser-gestureSupport.js                                                                              |   308 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------
 browser/base/content/browser-media.js                                                                                       |   370 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------
 browser/base/content/browser-pageActions.js                                                                                 |   636 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-places.js                                                                                      |  1078 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-plugins.js                                                                                     |   431 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-safebrowsing.js                                                                                |    33 +++++++++++++-----------
 browser/base/content/browser-sidebar.js                                                                                     |   287 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------
 browser/base/content/browser-siteIdentity.js                                                                                |   844 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-sync.js                                                                                        |   668 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 browser/base/content/browser-tabsintitlebar.js                                                                              |   216 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------
 browser/base/content/browser-thumbnails.js                                                                                  |    76 ++++++++++++++++++++++++++++++++-----------------------
 browser/base/content/browser-toolbarKeyNav.js                                                                               |   106 +++++++++++++++++++++++++++++++++++++++++++----------------------------------
 browser/base/content/browser-webrender.js                                                                                   |     2 +-
